1,501
2,849
3,166
4,667
5,35
6,997
7,151
8,142
9,566
10,297
11,85
12,408
13,377
14,50
15,678
16,586
17,681
18,554
19,346
20,304
21,691
22,412
23,21
24,633
25,623
26,985
27,205
28,311
29,545
30,756
31,632
32,159
33,570
34,416
35,772
36,833
37,293
38,884
39,334
40,613
41,560
42,247
43,659
44,456
45,197
46,720
47,747
48,706
49,649
50,815
51,505
52,893
53,718
54,529
55,426
56,208
57,96
58,787
59,775
60,646
61,53
62,515
63,936
64,195
65,328
66,376
67,557
68,628
69,844
70,824
71,877
72,565
73,255
74,981
75,79
76,589
77,993
78,179
79,17
80,309
81,471
82,495
83,805
84,193
85,752
86,898
87,414
88,427
89,891
90,630
91,146
92,133
93,229
94,955
95,669
96,921
97,647
98,1000
99,851
100,145
101,935
102,338
103,33
104,530
105,281
106,384
107,757
108,863
109,769
110,612
111,880
112,415
113,232
114,653
115,749
116,896
117,928
118,176
119,522
120,721
121,521
122,181
123,693
124,122
125,13
126,90
127,173
128,907
129,134
130,852
131,806
132,937
133,161
134,797
135,244
136,452
137,28
138,171
139,878
140,268
141,483
142,274
143,964
144,390
145,931
146,716
147,624
148,661
149,464
150,6
151,486
152,525
153,767
154,109
155,742
156,779
157,451
158,808
159,513
160,150
161,314
162,829
163,618
164,534
165,57
166,446
167,40
168,140
169,675
170,830
171,831
172,116
173,130
174,201
175,126
176,778
177,580
178,803
179,717
180,604
181,186
182,916
183,726
184,248
185,335
186,302
187,599
188,294
189,729
190,228
191,113
192,49
193,454
194,502
195,924
196,700
197,398
198,307
199,654
200,282
201,178
202,811
203,453
204,357
205,719
206,894
207,922
208,114
209,885
210,322
211,999
212,503
213,342
214,587
215,249
216,231
217,391
218,860
219,705
220,367
221,284
222,762
223,643
224,217
225,976
226,547
227,405
228,528
229,845
230,303
231,239
232,639
233,601
234,206
235,257
236,504
237,24
238,655
239,713
240,804
241,419
242,564
243,542
244,288
245,437
246,932
247,792
248,343
249,711
250,685
251,362
252,238
253,992
254,765
255,477
256,933
257,994
258,187
259,491
260,3
261,78
262,220
263,20
264,318
265,807
266,18
267,332
268,365
269,251
270,433
271,900
272,36
273,861
274,301
275,286
276,172
277,540
278,732
279,665
280,500
281,354
282,743
283,345
284,295
285,682
286,163
287,112
288,709
289,22
290,460
291,194
292,211
293,15
294,511
295,189
296,773
297,984
298,230
299,129
300,489
301,862
302,783
303,316
304,326
305,188
306,11
307,174
308,904
309,399
310,431
311,541
312,131
313,66
314,463
315,493
316,736
317,440
318,266
319,68
320,780
321,37
322,744
323,687
324,551
325,679
326,879
327,333
328,226
329,535
330,866
331,934
332,484
333,911
334,117
335,696
336,867
337,402
338,938
339,38
340,177
341,29
342,263
343,674
344,141
345,558
346,199
347,989
348,946
349,43
350,550
351,372
352,386
353,712
354,942
355,168
356,961
357,776
358,638
359,104
360,213
361,175
362,250
363,204
364,598
365,396
366,753
367,766
368,16
369,225
370,823
371,606
372,533
373,572
374,98
375,684
376,959
377,908
378,55
379,315
380,421
381,730
382,864
383,583
384,846
385,92
386,909
387,422
388,947
389,82
390,886
391,47
392,657
393,945
394,650
395,441
396,960
397,103
398,479
399,361
400,209
401,69
402,271
