1,7896
1,4992
1,1382
1,2920
1,7533
1,2709
1,6020
1,5321
1,2698
1,6806
1,8008
2,1340
2,1472
2,7147
2,2707
2,5491
2,7003
2,2337
2,1401
2,5309
2,4385
2,2805
3,6019
3,1924
3,8917
3,6303
3,9358
3,3640
3,1563
3,1902
4,10946
4,10333
4,8504
4,6110
4,10157
5,4578
5,1711
5,3343
5,6159
5,4045
5,3487
5,3070
5,5663
5,3518
5,5839
5,5911
5,4970
5,4852
5,4512
6,4277
6,3324
6,6172
6,8272
6,2707
6,3292
6,6599
6,1204
6,7030
6,3075
7,6907
7,5595
7,10251
7,8654
7,4036
7,11545
8,16787
8,11035
8,12217
9,2196
9,1519
9,5810
9,6837
9,1193
9,6480
9,1237
9,1659
9,4323
9,2896
9,3878
9,2894
10,15886
10,20356
10,23636
11,8795
11,7986
11,14228
11,15738
11,13503
12,6598
12,17951
12,17508
12,2446
13,1382
13,3232
13,6467
13,2791
13,6250
13,2704
13,3898
13,5569
13,8676
14,2582
14,8767
14,3195
14,7957
14,6614
15,24737
15,34912
16,28868
16,34308
17,2703
17,20947
18,5548
18,5930
18,6705
18,4227
18,6120
18,8723
18,4597
19,5877
19,1223
19,5789
19,2207
19,3488
19,5210
19,3056
19,4300
19,3880
19,1826
19,5366
19,4531
19,2016
19,5304
20,4226
20,5314
20,6437
20,1737
20,1229
20,3757
20,5128
20,1058
20,5940
20,3344
20,5188
20,4963
20,1403
20,5498
21,4969
21,3096
21,7035
21,2695
21,4747
21,5109
21,6294
21,7990
21,1539
21,2608
21,2944
22,14127
22,9751
22,4842
22,1106
22,2779
23,11896
23,6643
23,15874
23,10487
23,4141
24,4696
24,6644
24,6285
24,4321
24,4080
24,6888
24,5213
24,5048
24,6545
24,5848
24,1690
24,5351
24,2560
25,17296
25,4277
25,8327
25,7931
26,8374
26,3794
26,5435
26,6968
26,4768
26,3458
27,5090
27,5614
27,9448
27,10331
27,1311
27,12604
28,5126
28,4860
28,1299
28,6934
28,11746
28,2628
28,12132
29,6648
29,8567
29,10219
29,2385
29,3642
29,10478
29,7662
30,9206
30,2176
30,6472
30,12314
31,7006
31,9478
31,2742
31,12074
31,11993
31,3221
32,2458
32,4271
32,6417
32,13749
32,5411
33,7826
33,4566
33,10845
33,4535
33,5673
33,8305
34,8264
34,11302
34,7040
34,9481
34,9935
34,6624
34,8376
35,10460
35,20936
36,3456
36,3498
36,6808
36,7408
36,5543
36,3673
36,6672
36,6650
36,7560
36,2477
36,6505
37,6943
37,3217
37,6235
37,5079
37,1386
37,3453
37,1736
37,4569
37,1422
37,2804
37,5807
38,2241
38,1925
38,3348
38,4805
38,2575
38,3656
38,1379
38,5628
38,2348
38,4652
38,5052
38,5788
38,4128
38,2160
39,4839
39,3854
39,3192
39,4055
39,1892
39,5418
39,6415
39,1645
39,1609
39,3844
39,3097
39,2117
39,4043
40,6996
40,16021
40,23549
41,5493
41,5824
41,7101
41,5017
41,8221
41,5407
41,1963
41,6083
42,4896
42,18916
42,17584
42,19464
43,2897
43,1198
43,1847
43,4416
43,3086
43,2006
43,1743
43,1387
43,3390
43,1416
43,4713
43,3831
43,2789
43,5146
43,2220
44,9452
44,8265
44,6453
44,2831
44,3803
44,1928
44,1047
44,5087
44,9454
45,2885
45,1518
45,5218
45,2629
45,5204
45,3715
45,4468
45,4399
45,3020
45,5194
45,5361
45,4566
45,5875
45,3995
45,3081
46,5435
46,3159
46,1378
46,1333
46,4491
46,5405
46,4858
46,3744
46,5468
46,2313
46,3014
46,2236
47,7027
47,5112
47,6675
47,1149
47,5519
47,7197
47,5210
47,3811
47,1259
47,3794
47,2700
47,6518
48,6066
48,2040
48,1948
48,2972
48,3816
48,1477
48,4477
48,3085
48,4169
48,1245
48,5008
48,2016
48,4449
48,1544
48,1511
49,5909
49,3378
49,12050
49,6988
49,11093
49,8034
49,2552
50,5647
50,7225
50,1416
50,4531
50,2148
50,5176
50,1086
50,1268
50,3907
51,8824
51,12672
51,6094
51,4105
52,9982
52,1255
52,5102
52,2060
52,8348
52,8610
52,9019
53,6442
53,8353
53,2849
53,6823
53,5061
53,8540
54,1020
54,4819
54,2371
54,6452
54,2589
54,2140
54,3018
54,6422
54,2079
54,1049
54,4183
54,1959
54,6889
55,3370
55,20341
55,6283
56,3568
56,8914
56,2474
56,1840
56,1092
56,2901
56,4619
57,5489
57,5048
57,2151
57,1275
57,4555
57,6105
57,6393
57,5439
57,1175
57,3143
57,1039
57,6159
57,4280
58,25302
58,11104
59,16342
59,19486
59,6818
59,5872
60,4287
60,7300
60,5106
60,6009
60,5397
60,4743
60,8786
60,5374
60,7723
60,3342
61,7830
61,4687
61,3639
61,5942
61,8019
61,7531
61,4763
61,8086
62,2928
62,12662
62,1729
62,15599
62,7031
63,4504
63,8351
63,3310
63,2860
63,7474
63,1052
63,7088
63,7300
63,7653
64,3800
64,3285
64,2244
64,6146
64,1527
64,2496
64,3373
64,2935
64,4073
64,2708
64,5854
64,4532
64,4265
65,38782
66,3895
66,2886
66,3397
66,10665
66,7954
66,5994
67,3830
67,4381
67,4042
67,3631
67,2109
67,2742
67,2748
67,1117
67,2772
67,1921
67,4357
67,2960
67,4504
67,6021
67,2300
68,5684
68,30508
69,5467
69,4827
69,7991
69,4299
69,4152
69,7070
69,1911
69,1345
69,5607
69,6490
69,5631
70,2288
70,4534
70,1402
70,2221
70,2137
70,4623
70,5745
70,1848
70,1638
70,2562
70,1095
70,2539
70,4090
70,3929
70,4330
71,3776
71,11693
71,1189
71,2039
71,2662
71,11224
71,9212
72,3778
72,1619
72,4008
72,1706
72,1926
72,3844
72,5194
72,3554
72,6272
72,2988
72,4779
72,5481
72,1443
72,6297
73,1712
73,6076
73,7332
73,5267
73,6685
73,2555
73,4517
73,8692
73,1819
74,23640
74,10894
74,25482
75,10592
75,9277
75,1228
75,1197
75,9162
75,4838
75,3783
75,2691
76,15579
76,16090
76,5228
76,4273
76,5288
77,4044
77,10911
77,4767
77,8658
77,5775
77,9369
77,5332
78,8063
78,4322
78,5109
78,6744
78,5653
78,9544
78,2610
78,2241
79,3885
79,1140
79,10508
79,11910
79,6096
80,7234
80,15371
80,10892
80,15338
80,12191
81,3698
81,3413
81,3783
81,3362
81,1828
81,1302
81,3426
81,3147
81,5558
81,2644
81,3636
81,5842
81,5261
81,3312
81,3164
82,3088
82,1303
82,2194
82,5841
82,5330
82,5986
82,4108
82,4571
82,7161
82,6276
82,5920
82,5011
83,6546
83,30555
84,5922
84,2401
84,4792
84,7175
84,7942
84,5040
84,3601
84,2213
84,6802
84,2244
84,6891
85,2694
85,7905
85,6046
85,3782
85,5591
85,3665
85,4195
85,4579
85,4300
85,1822
86,6308
86,2993
86,5663
86,4780
86,6638
86,6503
86,6307
86,4682
86,7281
86,4580
86,7441
86,5611
87,9706
87,4619
87,2108
87,8345
87,2422
87,12140
87,9146
88,4984
88,10121
88,4062
88,3797
88,5130
88,1641
88,11492
89,7592
89,9412
89,5474
89,7809
89,8073
89,2056
89,3839
89,3557
90,7893
90,3556
90,9427
90,2836
90,10256
91,4410
91,3041
91,2124
91,5830
91,4200
91,4102
91,5146
91,3355
91,4318
91,5422
91,4992
91,1979
91,2696
91,5277
91,4058
92,13134
92,35366
93,5363
93,1706
93,4925
93,5967
93,8514
93,3362
93,1424
93,4427
93,8906
94,2891
94,4388
94,10112
94,3409
94,2477
94,1138
94,3790
94,4712
95,9130
95,4622
95,9723
95,4660
95,2778
95,1083
95,2326
95,9254
96,3221
96,4739
96,3752
96,1220
96,10337
96,1159
96,2367
96,1900
97,2038
97,5545
97,5904
97,5378
97,4334
97,2897
97,5745
97,3670
97,4773
97,3087
97,5760
97,4026
97,3719
97,3084
98,8674
98,8656
98,4162
98,5125
98,4183
98,3496
98,7379
98,6150
98,5225
98,8014
99,10321
99,16081
99,6163
99,2030
100,31755
100,18352
101,1666
101,15493
101,8858
101,15689
102,1903
102,7006
102,9002
102,5067
102,9397
102,8703
102,7534
102,8188
102,4983
103,4398
103,12055
103,6820
103,2412
103,10308
103,11231
104,5914
104,9582
104,4568
104,7679
104,5867
104,5798
104,2955
104,7834
104,1833
105,2554
105,1886
105,4590
105,3753
105,3161
105,4039
105,2435
105,1172
105,2690
105,4564
105,5160
105,3715
105,2834
105,6074
105,1251
106,9837
106,4501
106,3669
106,7682
106,2762
106,6072
106,8731
106,2324
107,7030
107,6956
107,3040
107,2185
107,4717
107,2907
107,5255
107,1194
107,1309
107,5100
107,5630
107,5164
108,18808
108,5780
108,13062
108,16131
109,5436
109,13758
109,12390
109,14884
110,5344
110,3178
110,1907
110,6945
110,6435
110,3985
110,3637
110,6984
110,2108
110,2282
111,6870
111,3774
111,4149
111,3361
111,3208
111,3696
111,4265
111,2295
111,7068
111,4365
111,6729
112,9828
112,3819
112,7654
112,2391
112,11354
112,6751
113,5409
113,6025
113,6772
113,4005
113,6894
113,2723
113,2485
113,5866
113,5744
113,1804
113,2509
113,3285
113,5663
114,6630
114,7966
114,6366
114,2854
114,3478
114,6566
114,3790
114,4047
114,8471
114,5911
115,5930
115,4813
115,10365
115,1430
116,13119
116,11915
116,4732
116,9949
116,13699
116,9790
117,3413
117,3027
117,5513
117,3320
117,4421
117,2507
117,5781
117,2622
117,5472
117,6590
117,2021
117,2164
117,4106
118,49386
119,3656
119,7422
119,6157
119,5982
119,3944
119,5726
119,2628
119,6618
119,6138
119,2186
119,4744
120,33805
121,9976
121,4213
121,4359
121,3723
122,4106
122,1423
122,3334
122,5115
122,3819
122,1308
122,2652
122,5954
122,4439
122,2188
122,3415
122,1104
122,2973
122,1681
122,4704
123,64085
124,1097
124,4369
124,3803
124,3247
124,5135
124,6928
124,3419
124,2418
124,5130
124,2555
124,3043
125,4831
125,2425
125,2023
125,1667
125,6410
125,6422
125,5851
125,4966
125,6721
125,5312
125,3792
125,6700
125,1545
126,1742
126,5176
126,8587
126,9261
126,15254
127,3097
127,6016
127,5558
127,3004
127,4372
127,1986
127,5576
127,6105
127,1709
127,1326
127,4997
127,5528
127,2823
127,3072
128,1228
128,2891
128,3056
128,5874
128,2267
128,2232
128,1754
128,3979
128,1881
128,6633
128,1889
128,5506
128,4377
129,3703
129,6310
129,1020
129,4891
129,4911
129,2913
129,3888
129,4642
129,1963
129,3716
129,2222
129,4528
129,1030
129,6081
130,10172
130,1472
130,6212
130,9125
130,9365
130,7866
130,3525
130,4752
131,2546
131,2326
131,5739
131,1010
131,4724
131,5324
131,2495
131,2999
131,5272
131,1937
131,4396
131,6333
131,3632
132,2944
132,1285
132,3457
132,1980
132,2346
132,5712
132,5088
132,3718
132,2036
132,6725
133,4335
133,5577
133,4533
133,3275
133,4297
133,2774
133,5029
134,1396
134,5993
134,4058
134,1095
134,4388
134,1843
134,1643
134,6192
134,2801
134,2583
134,4286
