1,3,34
1,4,50
1,5,18
1,6,44
1,7,19
1,8,35
1,9,47
1,10,62
1,11,65
1,12,26
2,3,90
2,4,12
2,5,98
2,6,56
2,7,22
2,8,99
2,9,73
2,10,46
2,11,1
2,12,28
3,3,48
3,4,10
3,5,39
3,6,87
3,7,23
3,8,78
3,9,49
3,10,40
3,11,55
3,12,8
4,3,21
4,4,45
4,5,91
4,6,26
4,7,64
4,8,51
4,9,42
4,10,84
4,11,11
4,12,94
5,3,33
5,4,6
5,5,67
5,6,89
5,7,64
5,8,31
5,9,85
5,10,11
5,11,2
5,12,15
6,3,51
6,4,20
6,5,11
6,6,66
6,7,38
6,8,39
6,9,69
6,10,48
6,11,25
6,12,74
7,3,4
7,4,50
7,5,82
7,6,51
7,7,52
7,8,77
7,9,12
7,10,11
7,11,57
7,12,42
8,3,96
8,4,31
8,5,27
8,6,93
8,7,7
8,8,8
8,9,6
8,10,23
8,11,15
8,12,72
9,3,16
9,4,90
9,5,79
9,6,29
9,7,93
9,8,31
9,9,40
9,10,24
9,11,82
9,12,88
10,3,17
10,4,36
10,5,50
10,6,39
10,7,96
10,8,43
10,9,41
10,10,38
10,11,55
10,12,8
11,3,76
11,4,96
11,5,78
11,6,64
11,7,80
11,8,28
11,9,11
11,10,24
11,11,93
11,12,97
12,3,16
12,4,73
12,5,39
12,6,24
12,7,54
12,8,90
12,9,89
12,10,55
12,11,11
12,12,25
13,3,66
13,4,99
13,5,94
13,6,51
13,7,17
13,8,67
13,9,73
13,10,32
13,11,76
13,12,86
14,3,3
14,4,56
14,5,26
14,6,47
14,7,68
14,8,66
14,9,22
14,10,20
14,11,27
14,12,77
15,3,91
15,4,1
15,5,44
15,6,6
15,7,51
15,8,43
15,9,61
15,10,5
15,11,12
15,12,31
16,3,61
16,4,46
16,5,35
16,6,13
16,7,79
16,8,38
16,9,80
16,10,3
16,11,95
16,12,87
17,3,50
17,4,89
17,5,17
17,6,18
17,7,60
17,8,81
17,9,37
17,10,29
17,11,3
17,12,52
18,3,57
18,4,1
18,5,68
18,6,3
18,7,86
18,8,40
18,9,15
18,10,2
18,11,38
18,12,41
19,3,30
19,4,48
19,5,3
19,6,82
19,7,23
19,8,91
19,9,41
19,10,63
19,11,99
19,12,16
20,3,28
20,4,5
20,5,15
20,6,55
20,7,66
20,8,24
20,9,25
20,10,93
20,11,6
20,12,22
21,3,90
21,4,98
21,5,42
21,6,76
21,7,23
21,8,83
21,9,8
21,10,29
21,11,5
21,12,50
22,3,14
22,4,49
22,5,50
22,6,4
22,7,1
22,8,13
22,9,65
22,10,30
22,11,10
22,12,51
23,3,29
23,4,57
23,5,10
23,6,79
23,7,78
23,8,30
23,9,86
23,10,69
23,11,32
23,12,72
24,3,99
24,4,66
24,5,67
24,6,60
24,7,23
24,8,90
24,9,73
24,10,1
24,11,29
24,12,77
25,3,87
25,4,8
25,5,39
25,6,28
25,7,6
25,8,89
25,9,34
25,10,17
25,11,51
25,12,25
26,3,42
26,4,82
26,5,14
26,6,23
26,7,59
26,8,8
26,9,62
26,10,53
26,11,37
26,12,2
27,3,75
27,4,95
27,5,56
27,6,30
27,7,17
27,8,58
27,9,61
27,10,11
27,11,39
27,12,93
28,3,10
28,4,54
28,5,26
28,6,76
28,7,5
28,8,35
28,9,81
28,10,67
28,11,34
28,12,28
29,3,6
29,4,40
29,5,97
29,6,56
29,7,4
29,8,43
29,9,98
29,10,55
29,11,79
29,12,72
30,3,22
30,4,85
30,5,5
30,6,42
30,7,74
30,8,28
30,9,1
30,10,63
30,11,29
30,12,53
31,3,11
31,4,69
31,5,64
31,6,47
31,7,44
31,8,13
31,9,50
31,10,33
31,11,83
31,12,53
32,3,94
32,4,44
32,5,62
32,6,75
32,7,35
32,8,86
