1,1,63
1,2,6
1,3,27
1,4,15
1,5,60
1,6,9
1,7,98
1,8,3
1,9,61
1,10,89
1,11,31
1,12,43
1,13,80
1,14,37
1,15,54
1,16,49
1,17,92
1,18,55
1,19,8
1,20,7
1,21,10
1,22,16
1,23,52
1,24,33
1,25,45
2,1,52
2,2,77
2,3,32
2,4,8
2,5,81
2,6,41
2,7,53
2,8,22
2,9,28
2,10,46
2,11,48
2,12,27
2,13,98
2,14,1
2,15,94
2,16,12
2,17,99
2,18,72
2,19,84
2,20,90
2,21,92
2,22,73
2,23,24
2,24,63
2,25,56
3,1,48
3,2,80
3,3,78
3,4,87
3,5,39
3,6,24
3,7,27
3,8,19
3,9,41
3,10,73
3,11,30
3,12,52
3,13,10
3,14,2
3,15,67
3,16,40
3,17,88
3,18,53
3,19,59
3,20,84
3,21,55
3,22,49
3,23,5
3,24,33
3,25,82
4,1,55
4,2,56
4,3,36
4,4,65
4,5,84
4,6,2
4,7,68
4,8,44
4,9,52
4,10,58
4,11,86
4,12,6
4,13,33
4,14,7
4,15,97
4,16,40
4,17,30
4,18,14
4,19,39
4,20,80
4,21,82
4,22,57
4,23,79
4,24,1
4,25,10
5,1,6
5,2,70
5,3,29
5,4,89
5,5,12
5,6,11
5,7,64
5,8,80
5,9,7
5,10,82
5,11,46
5,12,16
5,13,33
5,14,68
5,15,48
5,16,72
5,17,31
5,18,2
5,19,99
5,20,15
5,21,67
5,22,57
5,23,4
5,24,49
5,25,85
6,1,39
6,2,74
6,3,3
6,4,86
6,5,19
6,6,25
6,7,21
6,8,55
6,9,2
6,10,38
6,11,46
6,12,60
6,13,66
6,14,82
6,15,51
6,16,11
6,17,98
6,18,88
6,19,8
6,20,48
6,21,49
6,22,94
6,23,20
6,24,69
6,25,72
7,1,56
7,2,11
7,3,73
7,4,69
7,5,42
7,6,82
7,7,32
7,8,77
7,9,52
7,10,98
7,11,12
7,12,51
7,13,36
7,14,94
7,15,46
7,16,4
7,17,50
7,18,39
7,19,85
7,20,90
7,21,93
7,22,70
7,23,18
7,24,71
7,25,57
8,1,55
8,2,79
8,3,86
8,4,4
8,5,6
8,6,35
8,7,12
8,8,27
8,9,95
8,10,29
8,11,73
8,12,81
8,13,87
8,14,43
8,15,7
8,16,13
8,17,62
8,18,15
8,19,72
8,20,71
8,21,58
8,22,48
8,23,63
8,24,94
8,25,89
9,1,86
9,2,16
9,3,73
9,4,20
9,5,22
9,6,93
9,7,83
9,8,39
9,9,36
9,10,90
9,11,79
9,12,72
9,13,40
9,14,29
9,15,35
9,16,97
9,17,88
9,18,12
9,19,8
9,20,24
9,21,31
9,22,82
9,23,21
9,24,59
9,25,95
10,1,39
10,2,93
10,3,38
10,4,96
10,5,56
10,6,27
10,7,4
10,8,72
10,9,17
10,10,87
10,11,99
10,12,78
10,13,75
10,14,11
10,15,55
10,16,41
10,17,43
10,18,68
10,19,64
10,20,28
10,21,50
10,22,40
10,23,8
10,24,36
10,25,97
11,1,66
11,2,34
11,3,64
11,4,35
11,5,97
11,6,47
11,7,54
11,8,13
11,9,79
11,10,11
11,11,67
11,12,24
11,13,36
11,14,28
11,15,17
11,16,30
11,17,82
11,18,93
11,19,21
11,20,49
11,21,4
11,22,86
11,23,76
11,24,12
11,25,8
12,1,17
12,2,92
12,3,1
12,4,61
12,5,86
12,6,2
12,7,25
12,8,7
12,9,50
12,10,55
12,11,88
12,12,74
12,13,64
12,14,83
12,15,24
12,16,48
12,17,39
12,18,84
12,19,54
12,20,32
12,21,58
12,22,34
12,23,89
12,24,28
12,25,99
13,1,97
13,2,61
13,3,50
13,4,64
13,5,57
13,6,41
13,7,39
13,8,89
13,9,60
13,10,13
13,11,43
13,12,72
13,13,44
13,14,83
13,15,84
13,16,18
13,17,87
13,18,20
13,19,92
13,20,48
13,21,75
13,22,8
13,23,82
13,24,36
13,25,53
14,1,75
14,2,22
14,3,63
14,4,26
14,5,55
14,6,66
14,7,3
14,8,73
14,9,47
14,10,90
14,11,44
14,12,64
14,13,76
14,14,4
14,15,92
14,16,19
14,17,91
14,18,62
14,19,51
14,20,77
14,21,58
14,22,17
14,23,2
14,24,40
14,25,52
15,1,49
15,2,97
15,3,10
15,4,78
15,5,87
15,6,95
15,7,36
15,8,56
15,9,96
15,10,46
15,11,4
15,12,14
15,13,43
15,14,54
15,15,94
15,16,81
15,17,41
15,18,67
15,19,91
15,20,11
15,21,83
15,22,38
15,23,93
15,24,22
15,25,86
16,1,80
16,2,98
16,3,46
16,4,74
16,5,28
16,6,26
16,7,84
16,8,73
16,9,75
16,10,57
16,11,52
16,12,91
16,13,40
16,14,44
16,15,2
16,16,51
16,17,95
16,18,77
16,19,3
16,20,96
16,21,35
16,22,67
16,23,41
16,24,55
16,25,79
17,1,13
17,2,19
17,3,83
17,4,98
17,5,77
17,6,25
17,7,97
17,8,52
17,9,10
17,10,35
17,11,94
17,12,99
17,13,50
17,14,6
17,15,27
17,16,84
17,17,41
17,18,11
17,19,33
17,20,34
17,21,20
17,22,4
17,23,54
17,24,89
17,25,56
18,1,88
18,2,96
18,3,18
18,4,25
18,5,16
18,6,15
18,7,12
18,8,47
18,9,37
18,10,27
18,11,39
18,12,48
18,13,32
18,14,43
18,15,33
18,16,82
18,17,60
18,18,13
18,19,57
18,20,53
18,21,40
18,22,61
18,23,26
18,24,99
18,25,5
19,1,78
19,2,6
19,3,46
19,4,54
19,5,22
19,6,85
19,7,7
19,8,49
19,9,59
19,10,53
19,11,68
19,12,12
19,13,70
19,14,97
19,15,77
19,16,92
19,17,56
19,18,41
19,19,83
19,20,5
19,21,75
19,22,37
19,23,58
19,24,61
19,25,28
20,1,94
20,2,68
20,3,4
20,4,2
20,5,98
20,6,37
20,7,76
20,8,71
20,9,78
20,10,21
20,11,47
20,12,67
20,13,97
20,14,51
20,15,99
20,16,3
20,17,57
20,18,89
20,19,95
20,20,30
20,21,26
20,22,60
20,23,12
20,24,9
20,25,11
21,1,93
21,2,13
21,3,90
21,4,19
21,5,25
21,6,61
21,7,97
21,8,39
21,9,99
21,10,73
21,11,40
21,12,38
21,13,6
21,14,72
21,15,65
21,16,43
21,17,91
21,18,20
21,19,33
21,20,86
21,21,55
21,22,62
21,23,47
21,24,1
21,25,84
22,1,26
22,2,40
22,3,32
22,4,73
22,5,16
22,6,93
22,7,94
22,8,22
22,9,59
22,10,76
22,11,89
22,12,27
22,13,33
22,14,44
22,15,87
22,16,42
22,17,74
22,18,3
22,19,71
22,20,47
22,21,67
22,22,6
22,23,12
22,24,43
22,25,57
23,1,26
23,2,8
23,3,96
23,4,78
23,5,51
23,6,90
23,7,86
23,8,19
23,9,3
23,10,10
23,11,57
23,12,29
23,13,22
23,14,72
23,15,35
23,16,28
23,17,97
23,18,34
23,19,69
23,20,38
23,21,79
23,22,33
23,23,93
23,24,32
23,25,30
24,1,79
24,2,80
24,3,74
24,4,63
24,5,27
24,6,68
24,7,12
24,8,81
24,9,19
24,10,91
24,11,28
24,12,56
24,13,71
24,14,38
24,15,24
24,16,35
24,17,18
24,18,4
24,19,87
24,20,13
24,21,62
24,22,3
24,23,34
24,24,44
24,25,14
25,1,50
25,2,37
25,3,16
25,4,36
25,5,90
25,6,60
25,7,28
25,8,17
25,9,84
25,10,70
25,11,32
25,12,22
25,13,64
25,14,61
25,15,6
25,16,34
25,17,24
25,18,56
25,19,99
25,20,89
25,21,40
25,22,77
25,23,47
25,24,68
25,25,87
26,1,62
26,2,8
26,3,14
26,4,85
26,5,76
26,6,53
26,7,21
26,8,60
26,9,79
26,10,1
26,11,90
26,12,19
26,13,78
26,14,82
26,15,42
26,16,17
26,17,11
26,18,49
26,19,87
26,20,13
26,21,59
26,22,37
26,23,81
26,24,2
26,25,23
27,1,68
27,2,73
27,3,94
27,4,9
27,5,11
27,6,86
27,7,80
27,8,22
27,9,61
27,10,50
27,11,75
27,12,62
27,13,36
27,14,98
27,15,17
27,16,39
27,17,89
27,18,93
27,19,34
27,20,56
27,21,30
27,22,78
27,23,95
27,24,58
27,25,96
28,1,28
28,2,88
28,3,89
28,4,93
28,5,76
28,6,35
28,7,81
28,8,94
28,9,26
28,10,98
28,11,10
28,12,84
28,13,67
28,14,5
28,15,65
28,16,50
28,17,57
28,18,34
28,19,54
28,20,82
28,21,4
28,22,45
28,23,62
28,24,24
28,25,53
29,1,79
29,2,15
29,3,43
29,4,54
29,5,97
29,6,4
29,7,95
29,8,42
29,9,40
29,10,57
29,11,82
29,12,91
29,13,87
29,14,86
29,15,68
29,16,63
29,17,19
29,18,1
29,19,22
29,20,72
29,21,7
29,22,67
29,23,10
29,24,84
29,25,55
30,1,63
30,2,86
30,3,80
30,4,48
30,5,13
30,6,2
30,7,74
30,8,85
30,9,25
30,10,97
30,11,5
30,12,43
30,13,21
30,14,53
30,15,88
30,16,7
30,17,38
30,18,29
30,19,82
30,20,3
30,21,30
30,22,77
30,23,51
30,24,11
30,25,44
31,1,59
31,2,9
31,3,57
31,4,81
31,5,98
31,6,69
31,7,32
31,8,40
31,9,11
31,10,33
31,11,53
31,12,20
31,13,52
31,14,12
31,15,37
31,16,93
31,17,79
31,18,64
31,19,74
31,20,80
31,21,71
31,22,35
31,23,44
31,24,7
31,25,13
32,1,17
32,2,29
32,3,50
32,4,65
32,5,60
32,6,57
32,7,33
32,8,59
32,9,31
32,10,92
32,11,70
32,12,11
32,13,54
32,14,85
32,15,99
32,16,22
32,17,46
32,18,53
32,19,98
32,20,93
32,21,97
32,22,51
32,23,67
32,24,64
32,25,12
33,1,30
33,2,77
33,3,78
33,4,20
33,5,32
33,6,1
33,7,57
33,8,92
33,9,15
33,10,75
33,11,21
33,12,37
33,13,31
33,14,43
33,15,60
33,16,39
33,17,72
33,18,54
33,19,46
33,20,99
33,21,53
33,22,61
33,23,50
33,24,33
33,25,94
34,1,61
34,2,40
34,3,99
34,4,77
34,5,17
34,6,28
34,7,80
34,8,50
34,9,37
34,10,47
34,11,22
34,12,70
34,13,81
34,14,79
34,15,97
34,16,85
34,17,93
34,18,15
34,19,49
34,20,48
34,21,69
34,22,14
34,23,2
34,24,12
34,25,94
35,1,46
35,2,54
35,3,93
35,4,78
35,5,87
35,6,31
35,7,30
35,8,80
35,9,23
35,10,51
35,11,13
35,12,99
35,13,60
35,14,57
35,15,38
35,16,9
35,17,1
35,18,19
35,19,90
35,20,71
35,21,70
35,22,26
35,23,40
35,24,97
35,25,62
36,1,10
36,2,89
36,3,43
36,4,1
36,5,63
36,6,77
36,7,3
36,8,74
36,9,62
36,10,17
36,11,38
36,12,54
36,13,72
36,14,41
36,15,50
36,16,14
36,17,35
36,18,59
36,19,99
36,20,34
36,21,52
36,22,55
36,23,22
36,24,44
36,25,96
37,1,49
37,2,28
37,3,37
37,4,12
37,5,97
37,6,61
37,7,19
37,8,36
37,9,90
37,10,45
37,11,48
37,12,21
37,13,86
37,14,58
37,15,96
37,16,82
37,17,9
37,18,87
37,19,66
37,20,44
37,21,35
37,22,77
37,23,81
37,24,70
37,25,22
38,1,17
38,2,93
38,3,58
38,4,98
38,5,88
38,6,64
38,7,26
38,8,35
38,9,2
38,10,84
38,11,86
38,12,80
38,13,89
38,14,4
38,15,48
38,16,83
38,17,28
38,18,50
38,19,32
38,20,21
38,21,74
38,22,69
38,23,95
38,24,40
38,25,57
39,1,76
39,2,40
39,3,59
39,4,83
39,5,65
39,6,24
39,7,4
39,8,29
39,9,88
39,10,21
39,11,82
39,12,68
39,13,95
39,14,64
39,15,10
39,16,1
39,17,62
39,18,37
39,19,81
39,20,32
39,21,74
39,22,47
39,23,56
39,24,63
39,25,48
40,1,65
40,2,64
40,3,86
40,4,59
40,5,25
40,6,16
40,7,92
40,8,66
40,9,13
40,10,54
40,11,46
40,12,91
40,13,29
40,14,47
40,15,32
40,16,21
40,17,81
40,18,14
40,19,30
40,20,7
40,21,62
40,22,37
40,23,55
40,24,41
40,25,36
41,1,7
41,2,56
41,3,3
41,4,30
41,5,36
41,6,45
41,7,28
41,8,94
41,9,67
41,10,89
41,11,39
41,12,2
41,13,48
41,14,47
41,15,24
41,16,29
41,17,16
41,18,20
41,19,22
41,20,18
41,21,41
41,22,37
41,23,49
41,24,93
41,25,77
42,1,89
42,2,43
42,3,57
42,4,86
42,5,31
42,6,45
42,7,88
42,8,37
42,9,90
42,10,3
42,11,46
42,12,94
42,13,29
42,14,12
42,15,25
42,16,40
42,17,38
42,18,50
42,19,72
42,20,5
42,21,9
42,22,15
42,23,49
42,24,16
42,25,87
43,1,87
43,2,34
43,3,37
43,4,35
43,5,4
43,6,77
43,7,25
43,8,80
43,9,54
43,10,10
43,11,86
43,12,6
43,13,12
43,14,48
43,15,60
43,16,61
43,17,36
43,18,55
43,19,43
43,20,64
43,21,97
43,22,30
43,23,41
43,24,5
43,25,95
44,1,9
44,2,70
44,3,4
44,4,42
44,5,53
44,6,97
44,7,57
44,8,32
44,9,80
44,10,14
44,11,95
44,12,23
44,13,3
44,14,12
44,15,15
44,16,52
44,17,6
44,18,34
44,19,71
44,20,74
44,21,39
44,22,27
44,23,66
44,24,22
44,25,20
45,1,36
45,2,96
45,3,32
45,4,56
45,5,1
45,6,80
45,7,48
45,8,89
45,9,95
45,10,97
45,11,60
45,12,91
45,13,85
45,14,21
45,15,82
45,16,10
45,17,3
45,18,75
45,19,66
45,20,93
45,21,51
